Category,PermitNum,PermitClass,DateIssued,ProjectType,ResidentialType
Building & Trades Permits,B-21-3175,Commercial Building Permit,2022-02-07 19:39:00,Residential,Residential Single Family
Building & Trades Permits,B-22-287,Commercial Building Permit,2022-02-07 19:38:00,Residential,Residential Single Family
Building & Trades Permits,B-22-297,Commercial Building Permit,2022-02-07 17:36:00,Residential,Residential Single Family
Building & Trades Permits,B-22-317,Commercial Building Permit,2022-02-07 16:18:00,Residential,Residential Single Family
Building & Trades Permits,B-22-260,Commercial Building Permit,2022-02-04 18:34:00,Residential,Residential Single Family
Building & Trades Permits,B-22-290,Commercial Building Permit,2022-02-04 18:18:00,Residential,Residential Single Family
Building & Trades Permits,B-22-252,Commercial Building Permit,2022-02-03 23:32:00,Residential,Residential Single Family
Building & Trades Permits,B-22-183,Commercial Building Permit,2022-02-03 20:12:00,Residential,Residential Single Family
Building & Trades Permits,B-22-273,Commercial Building Permit,2022-02-03 14:04:00,Residential,Residential Single Family
Building & Trades Permits,B-22-269,Commercial Building Permit,2022-02-02 20:42:00,Residential,Residential Single Family
Building & Trades Permits,B-22-179,Commercial Building Permit,2022-02-02 17:34:00,Residential,Residential Single Family
Building & Trades Permits,B-22-180,Commercial Building Permit,2022-02-02 17:32:00,Residential,Residential Single Family
Building & Trades Permits,B-22-209,Commercial Building Permit,2022-02-02 16:36:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3277,Commercial Building Permit,2022-02-02 16:24:00,Residential,Residential Single Family
Building & Trades Permits,B-22-249,Commercial Building Permit,2022-02-02 16:08:00,Residential,Residential Single Family
Building & Trades Permits,B-22-224,Commercial Building Permit,2022-02-02 13:51:00,Residential,Residential Single Family
Building & Trades Permits,B-22-231,Commercial Building Permit,2022-02-02 13:50:00,Residential,Residential Single Family
Building & Trades Permits,B-22-230,Commercial Building Permit,2022-02-02 13:50:00,Residential,Residential Single Family
Building & Trades Permits,B-22-233,Commercial Building Permit,2022-02-02 13:50:00,Residential,Residential Single Family
Building & Trades Permits,B-22-190,Commercial Building Permit,2022-02-02 13:16:00,Residential,Residential Single Family
Building & Trades Permits,B-22-238,Commercial Building Permit,2022-02-01 19:19:00,Residential,Residential Single Family
Building & Trades Permits,B-22-246,Commercial Building Permit,2022-02-01 18:46:00,Residential,Residential Single Family
Building & Trades Permits,B-22-243,Commercial Building Permit,2022-02-01 14:48:00,Residential,Residential Single Family
Building & Trades Permits,B-22-235,Commercial Building Permit,2022-02-01 13:48:00,Residential,Residential Single Family
Building & Trades Permits,B-22-253,Commercial Building Permit,2022-02-01 00:09:00,Residential,Residential Single Family
Building & Trades Permits,B-22-220,Commercial Building Permit,2022-01-31 20:41:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3262,Commercial Building Permit,2022-01-31 20:29:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3253,Commercial Building Permit,2022-01-31 20:18:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3254,Commercial Building Permit,2022-01-31 20:17:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3255,Commercial Building Permit,2022-01-31 20:16:00,Residential,Residential Single Family
Building & Trades Permits,B-21-2433,Commercial Building Permit,2022-01-31 19:58:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3131,Commercial Building Permit,2022-01-31 19:55:00,Residential,Residential Single Family
Building & Trades Permits,B-22-127,Commercial Building Permit,2022-01-31 19:42:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-126,Commercial Building Permit,2022-01-31 19:41:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-125,Commercial Building Permit,2022-01-31 19:39:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-107,Commercial Building Permit,2022-01-31 19:38:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-106,Commercial Building Permit,2022-01-31 19:36:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-105,Commercial Building Permit,2022-01-31 19:35:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-104,Commercial Building Permit,2022-01-31 19:34:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-103,Commercial Building Permit,2022-01-31 19:33:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-11,Commercial Building Permit,2022-01-31 19:31:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-10,Commercial Building Permit,2022-01-31 19:30:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-8,Commercial Building Permit,2022-01-31 19:29:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-9,Commercial Building Permit,2022-01-31 19:28:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-3226,Commercial Building Permit,2022-01-31 19:27:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-3224,Commercial Building Permit,2022-01-31 19:26:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-16,Commercial Building Permit,2022-01-31 19:26:00,Residential,Residential Single Family
Building & Trades Permits,B-22-14,Commercial Building Permit,2022-01-31 19:25:00,Residential,Residential Single Family
Building & Trades Permits,B-22-15,Commercial Building Permit,2022-01-31 19:25:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3222,Commercial Building Permit,2022-01-31 19:24:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-13,Commercial Building Permit,2022-01-31 19:24:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3220,Commercial Building Permit,2022-01-31 19:23:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-2,Commercial Building Permit,2022-01-31 19:23:00,Residential,Residential Single Family
Building & Trades Permits,B-22-5,Commercial Building Permit,2022-01-31 19:23:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3225,Commercial Building Permit,2022-01-31 19:22:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3091,Commercial Building Permit,2022-01-31 19:21:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-3219,Commercial Building Permit,2022-01-31 19:21:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3092,Commercial Building Permit,2022-01-31 19:21:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-3223,Commercial Building Permit,2022-01-31 19:21:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3217,Commercial Building Permit,2022-01-31 19:20:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3218,Commercial Building Permit,2022-01-31 19:20:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3216,Commercial Building Permit,2022-01-31 19:19:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3134,Commercial Building Permit,2022-01-31 19:18:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3215,Commercial Building Permit,2022-01-31 19:18:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3130,Commercial Building Permit,2022-01-31 19:16:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3090,Commercial Building Permit,2022-01-31 19:11:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-3089,Commercial Building Permit,2022-01-31 19:09:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-3088,Commercial Building Permit,2022-01-31 19:07:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-3231,Commercial Building Permit,2022-01-31 19:06:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-22-245,Commercial Building Permit,2022-01-31 17:07:00,Residential,Residential Single Family
Building & Trades Permits,B-22-196,Commercial Building Permit,2022-01-31 17:00:00,Residential,Residential Single Family
Building & Trades Permits,B-22-204,Commercial Building Permit,2022-01-31 14:17:00,Residential,Residential Single Family
Building & Trades Permits,B-22-239,Commercial Building Permit,2022-01-28 20:00:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-22-223,Commercial Building Permit,2022-01-28 18:56:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3270,Commercial Building Permit,2022-01-28 18:46:00,Residential,Residential Single Family
Building & Trades Permits,B-22-222,Commercial Building Permit,2022-01-28 18:24:00,Residential,Residential Single Family
Building & Trades Permits,B-22-219,Commercial Building Permit,2022-01-28 15:09:00,Residential,Residential Single Family
Building & Trades Permits,B-21-2953,Commercial Building Permit,2022-01-28 14:26:00,Residential,Residential Single Family
Building & Trades Permits,B-22-226,Commercial Building Permit,2022-01-27 19:20:00,Residential,Residential Single Family
Building & Trades Permits,B-22-215,Commercial Building Permit,2022-01-26 21:11:00,Residential,Residential Single Family
Building & Trades Permits,B-22-173,Commercial Building Permit,2022-01-25 21:54:00,Residential,Residential Single Family
Building & Trades Permits,B-22-134,Commercial Building Permit,2022-01-25 18:46:00,Residential,Residential Single Family
Building & Trades Permits,B-22-193,Commercial Building Permit,2022-01-25 18:10:00,Residential,Residential Single Family
Building & Trades Permits,B-22-112,Commercial Building Permit,2022-01-25 18:09:00,Residential,Residential Single Family
Building & Trades Permits,B-22-113,Commercial Building Permit,2022-01-25 18:08:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3176,Commercial Building Permit,2022-01-25 18:07:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3162,Commercial Building Permit,2022-01-25 18:06:00,Residential,Residential Single Family
Building & Trades Permits,B-21-2398,Commercial Building Permit,2022-01-25 15:01:00,Residential,Residential Single Family
Building & Trades Permits,B-22-147,Commercial Building Permit,2022-01-25 14:56:00,Residential,Residential Single Family
Building & Trades Permits,B-22-164,Commercial Building Permit,2022-01-25 14:55:00,Residential,Residential Single Family
Building & Trades Permits,B-22-150,Commercial Building Permit,2022-01-25 14:52:00,Residential,Residential Single Family
Building & Trades Permits,B-22-151,Commercial Building Permit,2022-01-25 14:50:00,Residential,Residential Single Family
Building & Trades Permits,B-22-154,Commercial Building Permit,2022-01-25 14:47:00,Residential,Residential Single Family
Building & Trades Permits,B-22-163,Commercial Building Permit,2022-01-25 14:43:00,Residential,Residential Single Family
Building & Trades Permits,B-22-161,Commercial Building Permit,2022-01-25 14:42:00,Residential,Residential Single Family
Building & Trades Permits,B-22-153,Commercial Building Permit,2022-01-25 14:37:00,Residential,Residential Single Family
Building & Trades Permits,B-22-191,Commercial Building Permit,2022-01-25 00:21:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3266,Commercial Building Permit,2022-01-24 21:12:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1883,Commercial Building Permit,2022-01-24 17:39:00,Residential,Residential Single Family
