Category,PermitNum,PermitClass,DateIssued,ProjectType,ResidentialType
Building & Trades Permits,B-21-300,Commercial Building Permit,2021-02-08 13:35:00,Residential,Residential Single Family
Building & Trades Permits,B-21-305,Commercial Building Permit,2021-02-08 13:34:00,Residential,Residential Single Family
Building & Trades Permits,B-21-323,Commercial Building Permit,2021-02-08 13:28:00,Residential,Residential Single Family
Building & Trades Permits,B-21-276,Commercial Building Permit,2021-02-06 21:04:00,Residential,Residential Single Family
Building & Trades Permits,B-21-316,Commercial Building Permit,2021-02-05 19:15:00,Residential,Residential Single Family
Building & Trades Permits,B-21-307,Commercial Building Permit,2021-02-05 18:57:00,Residential,Residential Single Family
Building & Trades Permits,B-21-313,Commercial Building Permit,2021-02-05 16:09:00,Residential,Residential Single Family
Building & Trades Permits,B-21-246,Commercial Building Permit,2021-02-05 16:06:00,Residential,Residential Single Family
Building & Trades Permits,B-21-216,Commercial Building Permit,2021-02-04 22:18:00,Residential,Residential Single Family
Building & Trades Permits,B-21-223,Commercial Building Permit,2021-02-04 22:13:00,Residential,Residential Single Family
Building & Trades Permits,B-21-224,Commercial Building Permit,2021-02-04 22:13:00,Residential,Residential Single Family
Building & Trades Permits,B-21-222,Commercial Building Permit,2021-02-04 22:12:00,Residential,Residential Single Family
Building & Trades Permits,B-21-217,Commercial Building Permit,2021-02-04 22:12:00,Residential,Residential Single Family
Building & Trades Permits,B-21-213,Commercial Building Permit,2021-02-04 22:11:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3864,Commercial Building Permit,2021-02-04 22:11:00,Residential,Residential Single Family
Building & Trades Permits,B-21-214,Commercial Building Permit,2021-02-04 22:10:00,Residential,Residential Single Family
Building & Trades Permits,B-21-220,Commercial Building Permit,2021-02-04 22:09:00,Residential,Residential Single Family
Building & Trades Permits,B-21-218,Commercial Building Permit,2021-02-04 22:08:00,Residential,Residential Single Family
Building & Trades Permits,B-21-150,Commercial Building Permit,2021-02-04 19:57:00,Residential,Residential Single Family
Building & Trades Permits,B-21-265,Commercial Building Permit,2021-02-04 19:22:00,Residential,Residential Single Family
Building & Trades Permits,B-21-277,Commercial Building Permit,2021-02-04 17:05:00,Residential,Residential Single Family
Building & Trades Permits,B-21-309,Commercial Building Permit,2021-02-04 15:58:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4309,Commercial Building Permit,2021-02-04 03:36:00,Residential,Residential Single Family
Building & Trades Permits,B-21-285,Commercial Building Permit,2021-02-03 22:31:00,Residential,Residential Single Family
Building & Trades Permits,B-21-267,Commercial Building Permit,2021-02-03 22:28:00,Residential,Residential Single Family
Building & Trades Permits,B-21-282,Commercial Building Permit,2021-02-03 20:17:00,Residential,Residential Single Family
Building & Trades Permits,B-21-245,Commercial Building Permit,2021-02-03 19:54:00,Residential,Residential Single Family
Building & Trades Permits,B-21-302,Commercial Building Permit,2021-02-03 18:31:00,Residential,Residential Single Family
Building & Trades Permits,B-21-301,Commercial Building Permit,2021-02-03 18:29:00,Residential,Residential Single Family
Building & Trades Permits,B-21-203,Commercial Building Permit,2021-02-03 17:55:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-204,Commercial Building Permit,2021-02-03 17:55:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-205,Commercial Building Permit,2021-02-03 17:54:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-206,Commercial Building Permit,2021-02-03 17:53:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4251,Commercial Building Permit,2021-02-03 16:14:00,Residential,Residential Single Family
Building & Trades Permits,B-21-258,Commercial Building Permit,2021-02-03 14:34:00,Residential,Residential Single Family
Building & Trades Permits,B-21-249,Commercial Building Permit,2021-02-03 13:47:00,Residential,Residential Single Family
Building & Trades Permits,B-21-211,Commercial Building Permit,2021-02-02 19:32:00,Residential,Residential Single Family
Building & Trades Permits,B-21-268,Commercial Building Permit,2021-02-02 16:42:00,Residential,Residential Single Family
Building & Trades Permits,B-21-179,Commercial Building Permit,2021-02-02 16:36:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3119,Commercial Building Permit,2021-02-02 12:51:00,Residential,Residential Single Family
Building & Trades Permits,B-21-252,Commercial Building Permit,2021-02-02 12:36:00,Residential,Residential Single Family
Building & Trades Permits,B-21-264,Commercial Building Permit,2021-02-01 20:43:00,Residential,Residential Single Family
Building & Trades Permits,B-21-193,Commercial Building Permit,2021-02-01 18:59:00,Residential,Residential Single Family
Building & Trades Permits,B-21-240,Commercial Building Permit,2021-02-01 13:29:00,Residential,Residential Single Family
Building & Trades Permits,B-21-253,Commercial Building Permit,2021-01-29 20:33:00,Residential,Residential Single Family
Building & Trades Permits,B-21-254,Commercial Building Permit,2021-01-29 20:28:00,Residential,Residential Single Family
Building & Trades Permits,B-21-134,Commercial Building Permit,2021-01-29 19:07:00,Residential,Residential Single Family
Building & Trades Permits,B-21-135,Commercial Building Permit,2021-01-29 19:05:00,Residential,Residential Single Family
Building & Trades Permits,B-21-46,Commercial Building Permit,2021-01-29 15:18:00,Residential,Residential Single Family
Building & Trades Permits,B-21-197,Commercial Building Permit,2021-01-29 03:13:00,Residential,Residential Single Family
Building & Trades Permits,B-21-209,Commercial Building Permit,2021-01-28 16:31:00,Residential,Residential Single Family
Building & Trades Permits,B-21-228,Commercial Building Permit,2021-01-28 14:58:00,Residential,Residential Single Family
Building & Trades Permits,B-21-229,Commercial Building Permit,2021-01-27 23:50:00,Residential,Residential Single Family
Building & Trades Permits,B-21-167,Commercial Building Permit,2021-01-27 22:27:00,Residential,Residential Single Family
Building & Trades Permits,B-21-199,Commercial Building Permit,2021-01-27 18:38:00,Residential,Residential Single Family
Building & Trades Permits,B-21-169,Commercial Building Permit,2021-01-27 18:22:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-170,Commercial Building Permit,2021-01-27 18:22:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-173,Commercial Building Permit,2021-01-27 18:21:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-171,Commercial Building Permit,2021-01-27 18:20:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-168,Commercial Building Permit,2021-01-27 18:19:00,Residential,Residential Single Family
Building & Trades Permits,B-21-187,Commercial Building Permit,2021-01-27 14:08:00,Residential,Residential Single Family
Building & Trades Permits,B-21-174,Commercial Building Permit,2021-01-27 13:33:00,Residential,Residential Single Family
Building & Trades Permits,B-21-131,Commercial Building Permit,2021-01-27 12:58:00,Residential,Residential Single Family
Building & Trades Permits,B-21-195,Commercial Building Permit,2021-01-26 22:42:00,Residential,Residential Single Family
Building & Trades Permits,B-21-196,Commercial Building Permit,2021-01-26 22:36:00,Residential,Residential Single Family
Building & Trades Permits,B-21-219,Commercial Building Permit,2021-01-26 21:17:00,Residential,Residential Single Family
Building & Trades Permits,B-21-221,Commercial Building Permit,2021-01-26 18:03:00,Residential,Residential Single Family
Building & Trades Permits,B-21-188,Commercial Building Permit,2021-01-26 17:47:00,Residential,Residential Single Family
Building & Trades Permits,B-21-147,Commercial Building Permit,2021-01-26 14:15:00,Residential,Residential Single Family
Building & Trades Permits,B-21-97,Commercial Building Permit,2021-01-26 13:41:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-96,Commercial Building Permit,2021-01-26 13:40:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-94,Commercial Building Permit,2021-01-26 13:39:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-95,Commercial Building Permit,2021-01-26 13:39:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-93,Commercial Building Permit,2021-01-26 13:38:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-84,Commercial Building Permit,2021-01-25 20:34:00,Residential,Residential Single Family
Building & Trades Permits,B-21-83,Commercial Building Permit,2021-01-25 20:16:00,Residential,Residential Single Family
Building & Trades Permits,B-21-81,Commercial Building Permit,2021-01-25 20:15:00,Residential,Residential Single Family
Building & Trades Permits,B-21-82,Commercial Building Permit,2021-01-25 20:14:00,Residential,Residential Single Family
Building & Trades Permits,B-21-103,Commercial Building Permit,2021-01-25 19:58:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-102,Commercial Building Permit,2021-01-25 19:57:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-101,Commercial Building Permit,2021-01-25 19:56:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-100,Commercial Building Permit,2021-01-25 19:54:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-99,Commercial Building Permit,2021-01-25 19:53:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4320,Commercial Building Permit,2021-01-25 14:26:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-177,Commercial Building Permit,2021-01-22 16:20:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3532,Commercial Building Permit,2021-01-22 14:37:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3779,Commercial Building Permit,2021-01-22 12:51:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4343,Commercial Building Permit,2021-01-21 18:10:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4076,Commercial Building Permit,2021-01-21 15:23:00,Residential,Residential Single Family
Building & Trades Permits,B-21-129,Commercial Building Permit,2021-01-21 14:05:00,Residential,Residential Single Family
Building & Trades Permits,B-21-76,Commercial Building Permit,2021-01-19 19:45:00,Residential,Residential Single Family
Building & Trades Permits,B-21-159,Commercial Building Permit,2021-01-19 19:33:00,Residential,Residential Single Family
Building & Trades Permits,B-21-160,Commercial Building Permit,2021-01-19 19:32:00,Residential,Residential Single Family
Building & Trades Permits,B-21-132,Commercial Building Permit,2021-01-19 18:54:00,Residential,Residential Single Family
Building & Trades Permits,B-21-48,Commercial Building Permit,2021-01-19 15:48:00,Residential,Residential Single Family
Building & Trades Permits,B-21-163,Commercial Building Permit,2021-01-19 14:37:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-21-148,Commercial Building Permit,2021-01-19 13:47:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3152,Commercial Building Permit,2021-01-18 21:17:00,Residential,Residential Single Family
Building & Trades Permits,B-21-139,Commercial Building Permit,2021-01-15 21:10:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4330,Commercial Building Permit,2021-01-15 20:44:00,Residential,Residential Single Family
Building & Trades Permits,B-21-36,Commercial Building Permit,2021-01-15 19:06:00,Residential,Residential Single Family
Building & Trades Permits,B-21-137,Commercial Building Permit,2021-01-15 17:59:00,Residential,Residential Single Family
Building & Trades Permits,B-21-119,Commercial Building Permit,2021-01-15 14:51:00,Residential,Residential Single Family
Building & Trades Permits,B-21-40,Commercial Building Permit,2021-01-15 13:02:00,Residential,Residential Single Family
Building & Trades Permits,B-21-143,Commercial Building Permit,2021-01-14 21:31:00,Residential,Residential Single Family
Building & Trades Permits,B-21-91,Commercial Building Permit,2021-01-14 18:51:00,Residential,Residential Single Family
Building & Trades Permits,B-21-30,Commercial Building Permit,2021-01-14 16:56:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4131,Commercial Building Permit,2021-01-14 14:25:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4176,Commercial Building Permit,2021-01-14 14:25:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4292,Commercial Building Permit,2021-01-14 14:11:00,Residential,Residential Single Family
Building & Trades Permits,B-21-78,Commercial Building Permit,2021-01-14 13:10:00,Residential,Residential Single Family
Building & Trades Permits,B-21-10,Commercial Building Permit,2021-01-14 04:27:00,Residential,Residential Single Family
Building & Trades Permits,B-21-9,Commercial Building Permit,2021-01-14 04:25:00,Residential,Residential Single Family
Building & Trades Permits,B-21-12,Commercial Building Permit,2021-01-14 04:21:00,Residential,Residential Single Family
Building & Trades Permits,B-21-127,Commercial Building Permit,2021-01-13 21:47:00,Residential,Residential Single Family
Building & Trades Permits,B-21-128,Commercial Building Permit,2021-01-13 21:34:00,Residential,Residential Single Family
Building & Trades Permits,B-21-115,Commercial Building Permit,2021-01-13 21:28:00,Residential,Residential Single Family
Building & Trades Permits,B-21-92,Commercial Building Permit,2021-01-13 20:26:00,Residential,Residential Single Family
Building & Trades Permits,B-21-117,Commercial Building Permit,2021-01-13 19:37:00,Residential,Residential Single Family
Building & Trades Permits,B-21-77,Commercial Building Permit,2021-01-13 16:33:00,Residential,Residential Single Family
Building & Trades Permits,B-21-34,Commercial Building Permit,2021-01-13 15:33:00,Residential,Residential Single Family
Building & Trades Permits,B-21-39,Commercial Building Permit,2021-01-13 15:30:00,Residential,Residential Single Family
Building & Trades Permits,B-21-13,Commercial Building Permit,2021-01-13 03:20:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4325,Commercial Building Permit,2021-01-12 21:17:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4324,Commercial Building Permit,2021-01-12 21:17:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4326,Commercial Building Permit,2021-01-12 21:16:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4340,Commercial Building Permit,2021-01-12 21:16:00,Residential,Residential Single Family
Building & Trades Permits,B-21-86,Commercial Building Permit,2021-01-12 21:16:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-87,Commercial Building Permit,2021-01-12 21:16:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4323,Commercial Building Permit,2021-01-12 21:15:00,Residential,Residential Single Family
Building & Trades Permits,B-21-85,Commercial Building Permit,2021-01-12 21:15:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-88,Commercial Building Permit,2021-01-12 21:15:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-113,Commercial Building Permit,2021-01-12 19:20:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4291,Commercial Building Permit,2021-01-12 18:57:00,Residential,Residential Single Family
Building & Trades Permits,B-21-11,Commercial Building Permit,2021-01-12 17:57:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4143,Commercial Building Permit,2021-01-12 17:42:00,Residential,Residential Single Family
Building & Trades Permits,B-21-98,Commercial Building Permit,2021-01-12 16:11:00,Residential,Residential Single Family
Building & Trades Permits,B-21-60,Commercial Building Permit,2021-01-12 15:27:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4271,Commercial Building Permit,2021-01-12 13:59:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3344,Commercial Building Permit,2021-01-11 16:53:00,Residential,Residential Single Family
Building & Trades Permits,B-21-35,Commercial Building Permit,2021-01-11 16:28:00,Residential,Residential Single Family
Building & Trades Permits,B-21-57,Commercial Building Permit,2021-01-11 16:04:00,Residential,Residential Single Family
Building & Trades Permits,B-21-56,Commercial Building Permit,2021-01-11 16:02:00,Residential,Residential Single Family
Building & Trades Permits,B-21-53,Commercial Building Permit,2021-01-11 15:58:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3465,Commercial Building Permit,2021-01-11 15:23:00,Residential,Residential Single Family
Building & Trades Permits,B-21-59,Commercial Building Permit,2021-01-11 14:49:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4100,Commercial Building Permit,2021-01-09 19:11:00,Residential,Residential Single Family
Building & Trades Permits,B-21-55,Commercial Building Permit,2021-01-08 21:52:00,Residential,Residential Single Family
Building & Trades Permits,B-21-54,Commercial Building Permit,2021-01-08 21:50:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4295,Commercial Building Permit,2021-01-08 17:16:00,Residential,Residential Single Family
Building & Trades Permits,B-21-33,Commercial Building Permit,2021-01-08 17:07:00,Residential,Residential Single Family
Building & Trades Permits,B-21-38,Commercial Building Permit,2021-01-08 15:05:00,Residential,Residential Single Family
Building & Trades Permits,B-21-21,Commercial Building Permit,2021-01-07 19:25:00,Residential,Residential Single Family
Building & Trades Permits,B-21-26,Commercial Building Permit,2021-01-07 16:32:00,Residential,Residential Single Family
Building & Trades Permits,B-21-2,Commercial Building Permit,2021-01-07 13:11:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4331,Commercial Building Permit,2021-01-07 11:35:00,Residential,Manufactured Home
Building & Trades Permits,B-21-19,Commercial Building Permit,2021-01-06 21:03:00,Residential,Residential Single Family
Building & Trades Permits,B-21-6,Commercial Building Permit,2021-01-06 20:56:00,Residential,Residential Single Family
Building & Trades Permits,B-21-4,Commercial Building Permit,2021-01-06 19:33:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4310,Commercial Building Permit,2021-01-06 19:01:00,Residential,Residential Single Family
Building & Trades Permits,B-21-20,Commercial Building Permit,2021-01-06 18:47:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4242,Commercial Building Permit,2021-01-06 15:48:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3702,Commercial Building Permit,2021-01-06 13:46:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3801,Commercial Building Permit,2021-01-06 04:10:00,Residential,Residential Single Family
Building & Trades Permits,B-21-5,Commercial Building Permit,2021-01-05 21:11:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4337,Commercial Building Permit,2021-01-05 17:43:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4248,Commercial Building Permit,2021-01-05 13:58:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4189,Commercial Building Permit,2021-01-05 13:30:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3970,Commercial Building Permit,2021-01-04 21:32:00,Residential,Residential Single Family
Building & Trades Permits,B-21-3,Commercial Building Permit,2021-01-04 21:04:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4083,Commercial Building Permit,2021-01-04 16:26:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4082,Commercial Building Permit,2021-01-04 16:25:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4085,Commercial Building Permit,2021-01-04 16:23:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4344,Commercial Building Permit,2021-01-04 15:35:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4348,Commercial Building Permit,2021-01-04 15:32:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3561,Commercial Building Permit,2020-12-31 19:07:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4241,Commercial Building Permit,2020-12-31 18:38:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4334,Commercial Building Permit,2020-12-31 17:18:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4255,Commercial Building Permit,2020-12-31 14:12:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4347,Commercial Building Permit,2020-12-31 13:28:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4293,Commercial Building Permit,2020-12-30 20:55:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4270,Commercial Building Permit,2020-12-30 17:14:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4214,Commercial Building Permit,2020-12-30 16:24:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4211,Commercial Building Permit,2020-12-30 16:17:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4221,Commercial Building Permit,2020-12-29 18:46:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4250,Commercial Building Permit,2020-12-29 16:54:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4333,Commercial Building Permit,2020-12-29 14:16:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4322,Commercial Building Permit,2020-12-29 14:06:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4216,Commercial Building Permit,2020-12-28 21:47:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4167,Commercial Building Permit,2020-12-28 19:57:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4316,Commercial Building Permit,2020-12-28 16:36:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4287,Commercial Building Permit,2020-12-23 18:28:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4290,Commercial Building Permit,2020-12-23 17:01:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4004,Commercial Building Permit,2020-12-23 14:39:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4272,Commercial Building Permit,2020-12-22 21:21:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4003,Commercial Building Permit,2020-12-21 18:02:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4231,Commercial Building Permit,2020-12-21 17:49:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4183,Commercial Building Permit,2020-12-21 17:40:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4097,Commercial Building Permit,2020-12-21 15:56:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4278,Commercial Building Permit,2020-12-21 15:45:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4166,Commercial Building Permit,2020-12-21 15:35:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4123,Commercial Building Permit,2020-12-21 13:29:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4134,Commercial Building Permit,2020-12-19 12:56:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3569,Commercial Building Permit,2020-12-18 15:56:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4285,Commercial Building Permit,2020-12-18 14:43:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4171,Commercial Building Permit,2020-12-18 12:27:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4168,Commercial Building Permit,2020-12-18 12:26:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4169,Commercial Building Permit,2020-12-18 12:26:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4170,Commercial Building Permit,2020-12-18 12:26:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4261,Commercial Building Permit,2020-12-17 20:20:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4208,Commercial Building Permit,2020-12-17 20:00:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4188,Commercial Building Permit,2020-12-16 17:21:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4187,Commercial Building Permit,2020-12-16 17:19:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4256,Commercial Building Permit,2020-12-16 17:08:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4238,Commercial Building Permit,2020-12-16 15:14:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4225,Commercial Building Permit,2020-12-16 14:45:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4177,Commercial Building Permit,2020-12-16 14:44:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4267,Commercial Building Permit,2020-12-15 20:45:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4213,Commercial Building Permit,2020-12-15 19:42:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4212,Commercial Building Permit,2020-12-15 19:42:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4245,Commercial Building Permit,2020-12-15 18:43:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3086,Commercial Building Permit,2020-12-15 17:26:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4260,Commercial Building Permit,2020-12-15 16:20:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4247,Commercial Building Permit,2020-12-15 15:51:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3991,Commercial Building Permit,2020-12-15 15:51:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-3993,Commercial Building Permit,2020-12-15 15:49:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-3608,Commercial Building Permit,2020-12-15 15:41:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4249,Commercial Building Permit,2020-12-14 21:00:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3630,Commercial Building Permit,2020-12-14 20:46:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4186,Commercial Building Permit,2020-12-14 20:40:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4222,Commercial Building Permit,2020-12-14 20:36:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4132,Commercial Building Permit,2020-12-14 18:03:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3609,Commercial Building Permit,2020-12-14 14:44:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4045,Commercial Building Permit,2020-12-13 22:40:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4067,Commercial Building Permit,2020-12-11 18:56:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4205,Commercial Building Permit,2020-12-11 16:49:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4236,Commercial Building Permit,2020-12-11 16:04:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4235,Commercial Building Permit,2020-12-11 15:10:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4234,Commercial Building Permit,2020-12-11 14:36:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4119,Commercial Building Permit,2020-12-11 12:43:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4118,Commercial Building Permit,2020-12-11 12:40:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3789,Commercial Building Permit,2020-12-10 18:48:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4207,Commercial Building Permit,2020-12-10 12:45:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4114,Commercial Building Permit,2020-12-09 22:15:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4113,Commercial Building Permit,2020-12-09 22:13:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4115,Commercial Building Permit,2020-12-09 22:08:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4112,Commercial Building Permit,2020-12-09 22:06:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4181,Commercial Building Permit,2020-12-09 14:11:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4156,Commercial Building Permit,2020-12-09 13:57:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4151,Commercial Building Permit,2020-12-09 13:52:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4153,Commercial Building Permit,2020-12-09 13:51:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4158,Commercial Building Permit,2020-12-09 13:50:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4152,Commercial Building Permit,2020-12-09 13:49:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4154,Commercial Building Permit,2020-12-09 13:46:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4160,Commercial Building Permit,2020-12-09 13:45:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4157,Commercial Building Permit,2020-12-09 13:40:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4159,Commercial Building Permit,2020-12-09 13:38:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4117,Commercial Building Permit,2020-12-08 18:53:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4013,Commercial Building Permit,2020-12-08 17:12:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4185,Commercial Building Permit,2020-12-08 14:47:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4220,Commercial Building Permit,2020-12-08 13:12:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4218,Commercial Building Permit,2020-12-08 13:10:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4130,Commercial Building Permit,2020-12-07 16:31:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4072,Commercial Building Permit,2020-12-07 15:23:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4122,Commercial Building Permit,2020-12-07 13:53:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4136,Commercial Building Permit,2020-12-05 15:31:00,Residential,Residential Single Family
